University Name,Program Title,Program Link,Area of Study,Target Group,Focus
Karlsruhe Institute of Technology (KIT),Remote Sensing and Geoinformatics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/karlsruhe-institute-of-technology-kit-remote-sensing-and-geoinformatics-w61854/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=81&hec-id=w61854&hec-offset=1619,"['Geodesy', 'Surveying', 'Geoinformatics']","Prerequisites for admission to the Master's in Remote Sensing and Geoinformatics are:
  A bachelor's degree in a physical-scientific, engineering-information technology, geodesy or geoinformatics-related, or geoscientific subject with a minimum of three years of regular study and a minimum of 180 ECTS credits
    Minimum knowledge and achievements gained through the Bachelor's degree
  Mathematics, statistics, physics and/or mechanics totalling 25 credit points
  (Geo-)informatics, image processing, remote sensing, photogrammetry, geoscience, geodesy and/or cartography totalling 30 credit points","Computer Vision, Remote Sensing of the Atmosphere, Environmental Geodesy, Geo-informatics"
University of Potsdam,"Remote Sensing, geoInformation and Visualisation",https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-potsdam-remote-sensing-geoinformation-and-visualisation-w57575/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w57575&hec-offset=1620,Geosciences,"Graduates with a first professional degree in the field of Geoscience, Geography, Physics, Mathematics, Biology, Environmental Sciences, Computer Science or in a closely related subject with a total of at least 36 credits in Geoscience, Biology, Physics, Chemistry, or Computer Science. Of those, at least 12 credits in the subjects Physics, Chemistry or Biology",
Technische Hochschule Ingolstadt,Renewable Energies & Hydrogen Technology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-hochschule-ingolstadt-renewable-energies-hydrogen-technology-w70535/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w70535&hec-offset=1621,"['Hydraulic Engineering', 'Environmental Science', 'Sustainability Sciences (Ecological)']","- Students from within the country and abroad
- People who want to contribute to limiting climate change
- People who are interested in sustainable energy generation and energy supply with a focus on hydrogen applications, and who want to work in these areas
- People with technical and scientific interests
- Students who envisage later employment in the international environment of hydrogen technology",
Frankfurt University of Applied Sciences,Renewable Energy (3 semesters),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/frankfurt-university-of-applied-sciences-renewable-energy-3-semesters-w65172/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w65172&hec-offset=1622,Power Engineering,"The degree programme with a standard three-semester standard period of study is intended for students who have obtained a first professionally qualifying certificate of academic degree with 210 ECTS points in electrical engineering and with a focus on energy engineering or a comparable subject area.
Admission to the degree programme with a three-semester standard period of study takes place in the summer semester.",
Frankfurt University of Applied Sciences,Renewable Energy (4 semesters),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/frankfurt-university-of-applied-sciences-renewable-energy-4-semesters-w65173/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w65173&hec-offset=1623,Renewable Energies,The degree programme with a four-semester standard period of study is intended for students who have obtained a first professionally qualifying certificate of academic degree with 180 ECTS points in electrical engineering without a focus on energy engineering or a comparable subject area. Admission to the degree programme with a four-semester standard period of study takes place in the winter semester.,
University of Applied Sciences Offenburg,Renewable Energy and Data Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-offenburg-renewable-energy-and-data-engineering-w5817/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w5817&hec-offset=1624,Electrical Power Engineering,German and foreign students with a first degree in an engineering or natural science subject,"Solar, Wind and Hydraulic Energy, Biomass and Conventional Fuels, Conversion into electrical energy, Energy Storage, Electrical Networks, Energy Applications and Energy Management"
University of Stralsund,Renewable Energy and E-Mobility,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-stralsund-renewable-energy-and-e-mobility-w60593/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w60593&hec-offset=1625,"['Electrical Engineering', 'Renewable Energies']","Graduates with bachelor or equivalent degrees in electrical engineering, energy technology, renewable energies, mechanical engineering, physics or related degrees",
University of Kassel,Renewable Energy and Energy Efficiency for the Middle East North Africa Region (REMENA),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-kassel-renewable-energy-and-energy-efficiency-for-the-middle-east-north-africa-region-remena-w26660/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w26660&hec-offset=1626,"['Electrical Power Engineering', 'Renewable Energies', 'Power Engineering']","Students should have at least acquired a Bachelor's academic degree in a legal, economic, social science, engineering or natural science subject
and have professional experience in the energy sector.","Energy, Energy Supply, Energy Efficiency, Cross-Cultural, Development Policy, Renewable, Renewables, Wind Energy, Solar thermal, Solar Energy"
Technische Hochschule Köln,Renewable Energy Management,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-hochschule-koeln-renewable-energy-management-w46708/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w46708&hec-offset=1627,Renewable Energies,"The demand for sustainable energy supply is becoming increasingly important with diminishing fossil energy sources, and with environmental pollution and climate change. The management of resources and technologies is a central issue worldwide. It requires highly trained experts on a political, economic and scientific level. The Master's degree course equips students with the necessary knowledge.",
Technische Hochschule Ingolstadt,Renewable Energy Systems,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/technische-hochschule-ingolstadt-renewable-energy-systems-w56638/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w56638&hec-offset=1628,"['Renewable Energies', 'Sustainability Sciences (Economic)']",,"Urban Area Energy Systems, Industrial Energy Systems, Energy Markets and Energy Policies, Hydrogen in Energy Technology and Energy Markets"
Hochschule Nordhausen,Renewable Energy Systems,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hochschule-nordhausen-renewable-energy-systems-w61740/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w61740&hec-offset=1629,Renewable Energies,"Graduates from Bachelor's programmes in Mechanical Engineering, Energy Technology, Electrical Engineering, Mechatronics, Physics, Process Engineering or  
   related areas",
Hamburg University of Applied Sciences,Renewable Energy Systems - Environmental and Process Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hamburg-university-of-applied-sciences-renewable-energy-systems-environmental-and-process-engineering-w26684/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w26684&hec-offset=1630,"['Process Technology', 'Renewable Energies']","Bachelor's and Diplom graduates in Environmental Engineering, Process Engineering or related engineering courses",Renewable Energy Systems
Osnabrück University of Applied Sciences,Research and Innovation in Higher Education,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/osnabrueck-university-of-applied-sciences-research-and-innovation-in-higher-education-w40668/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w40668&hec-offset=1631,"['International Relations', 'Social Economics', 'Educational Management']",Students interested in the Management of Higher Education in an international context with a first academic degree,"Higher Education Research, Epistemology, Academic System, Research Management, University management, Business Administration and Management, International Relations, University cooperation partnerships, Higher Education Policy, Educational Management"
"Merz Akademie University of Art, Design and Media, Stuttgart - state recognised","Research in Design, Art and Media",https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/merz-akademie-university-of-art-design-and-media-stuttgart-state-recognised-research-in-design-art-and-media-w38453/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w38453&hec-offset=1632,"['Photography', 'Direction', 'Communication Design', 'Media Design', 'Art Studies', 'Design']","Graduates of arts and design degree courses and natural science (e.g. computer science) degree courses, humanities and cultural studies graduates.","Film and Video, New Media, Visual Communication, Photography, Illustration, Media Arts, Artificial Intelligence, Artistic Research, Future Research, Social Activism"
University of Augsburg,Research on Learning and Instruction: an Interdisciplinary Programme,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-augsburg-research-on-learning-and-instruction-an-interdisciplinary-programme-w56810/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w56810&hec-offset=1633,"['Educational Research', 'Psychology', 'Digital Media']",,"Cognitive and instructive processes of teaching and learning, Motivational and emotional processes of teaching and learning, Teaching and Learning with Media, Teaching Professionalism and Heterogeneity, Empirical Research Methods, Technology-supported recording and promotion of teaching/learning processes"
Humboldt University Berlin,Research Training Program in Social Sciences,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/humboldt-university-berlin-research-training-program-in-social-sciences-w35222/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=82&hec-id=w35222&hec-offset=1634,"Sociology, Social Science",,"can be selected individually, Compulsory courses in Research Design and Professional Development"
